date,headline,source,summary
2025-06-13,NVO Stock up on Plans to Advance Obesity Candidate Amycretin,Yahoo,"Novo Nordisk stock climbs following the announcement of its plans to advance amycretin, a dual GLP-1/amylin agonist for obesity, to phase III development."
2025-06-18,Novo Nordisk Reclaims Top Spot in Europe by Market Value,Yahoo,"Novo Nordisk A/S (NYSE:NVO) is among the best bear market stocks to buy according to analysts. Novo Nordisk A/S (NYSE:NVO) has reclaimed its crown as Europe’s most valuable publicly traded company, surpassing German software giant SAP SE (ETR:SAPG). With a market capitalization of $355.904 billion, the giant’s stock surged by nearly 10% in the last […]"
2025-06-18,"Can Ozempic, Wegovy Drive Further Growth for NVO in the Obesity Space?",Yahoo,Novo Nordisk sees soaring demand for Ozempic and Wegovy as label expansions and manufacturing boosts fuel obesity market gains.
2025-06-23,IBD 50s Hims Plummets After Novo Yanks Deal Over Deceptive And Illegitimate Wegovy Knockoffs,Yahoo,Hims stock plummeted Monday after Novo Nordisk ended their collaboration over concerns about Hims compounded semaglutide.
2025-06-25,Health Care Roundup: Market Talk,Yahoo,"NEWSPLUS  The latest Market Talks covering the Health Care sector. Published exclusively on Dow Jones Newswires at 4:20 ET, 12:20 ET and 16:50 ET.  0626 ET – Novo Nordisk’s decision to end its collaboration with Hims & Hers should be seen as a very clear statement of where it stands on compounding, UBS analyst Jo Walton writes."
2025-06-25,"United States Insulin Pens Market Research Report 2025-2033, Advances in Technology, Favorable Reimbursement Policies, Increasing Awareness and Adoption",Yahoo,"The U.S. insulin pen market is set to grow from USD 4.2 billion in 2024 to USD 8.1 billion by 2033 at a 6.9% CAGR. Key growth drivers include advanced technology, increased awareness, and favorable reimbursement policies. Major players: Eli Lilly, Sanofi, Glooko, Medtronic, Novo Nordisk, Owen Mumford. U.S. Insulin Pens Market U.S. Insulin Pens Market Dublin, June 25, 2025 (GLOBE NEWSWIRE) -- The United States Insulin Pens Market Size, Insights, Competitive Landscape, and Forecast, 2025 - 2033"
2025-06-25,Novo Nordisk terminates collaboration with Hims & Hers Health,Yahoo,Novo Nordisk (NVO) said in a statement on Monday that it would halt its collaboration with Hims & Hers Health (HIMS) and that direct access to Wegovy would no longer be available to Hims & Hers Health via the NovoCare Pharmacy. The two companies had announced a collaboration in April for Hims & Hers to sell Novo’s Wegovy weight loss drug through a bundled offering on the telehealth company’s platform. Shares of Hims & Hers have fallen about 18% in pre-market trading following the news. Published
2025-06-26,Novo Nordisk A/S (NVO): A Bull Case Theory,Yahoo,"We came across a bullish thesis on Novo Nordisk A/S on Kontra Investments’ Substack by Kontra. In this article, we will summarize the bull’s thesis on NVO. Novo Nordisk A/S’s share was trading at $70.73 as of June 24th. NVO’s trailing and forward P/E were 19.24 and 17.09, respectively, according to Yahoo Finance. Novo Nordisk continues to […]"
2025-06-27,"Micron slips, Meta & AI talent, Novo Nordisk & Weight Watchers",Yahoo,"Brad Smith outlines some of the top stories on Wall Street in just 60 seconds as part of todays Market Minute. Micron (MU) stock slides, erasing initial gains following the companys earnings results that beat expectations. Meta (META) is reportedly poaching top artificial intelligence (AI) talent from the likes of OpenAI (OPAI.PVT) and Alphabet (GOOG, GOOGL), according to reports from The Wall Street Journal. Novo Nordisk (NVO) announces a weight loss drug partnership with Weight Watchers, just after the pharma giant cut ties with Hims & Hers (HIMS). Stay up to date on the latest market action, minute-by-minute, with Yahoo Finances Market Minute."
2025-06-27,NVO vs. LLY: Which Obesity Powerhouse is the Stronger Bet Now?,Yahoo,"Eli Lilly edges ahead of Novo Nordisk as the stronger obesity bet, backed by robust sales growth, pipeline depth and strategic momentum."
2025-06-28,Hims & Hers (HIMS) Jumps 6.76% Anew as Investors Cheer Weight Loss Drug Fight,Yahoo,"Hims & Hers Health, Inc. (NYSE:HIMS) is one of the 10 Stocks Leave Wall Street Stunned. Hims & Hers extended its rally for the second day on Friday, adding 6.76 percent to close at $49.41 apiece after its chief executive’s reaffirmation that the company will continue to offer cheaper compounded versions of GLP-1 weight-loss drugs, […]"
2025-07-01,Dividend Yield Theory Says Merck Is A Buy,SeekingAlpha,"Merck & Co., Inc.s 4.09% dividend yield and robust pipeline signal strong growth potential. Click here to read an analysis of MRK stock now."
2025-07-01,Can Protagonist Take On Eli Lillys Next-Generation Obesity Treatment?,Yahoo,Protagonist Therapeutics is taking aim directly at Eli Lillys obesity treatment with a newly announced drug that uses the same mechanism.
2025-07-01,Hims & Hers Can Still Thrive Without GLP-1s,SeekingAlpha,"Hims & Hers thrives with telehealth growth, strong subscriber base, and expanding products, despite challenges like competition and regulatory scrutiny. Learn more on HIMS stock here."
2025-07-02,Is Hims & Hers Stock in Trouble?,Yahoo,"Hims & Hers Health and Novo Nordisk announced a partnership a few months ago, and it has already come to an end.  Novo Nordisk is concerned about the telehealth companys practices, particularly relating to compounded drugs.  Hims & Hers Health (NYSE: HIMS) is a telehealth company that offers personalized solutions for its customers."
2025-07-02,"WeightWatchers and Novo Nordisk Expand Collaboration to Improve Medication Access Through Trusted, Holistic Model of Care",Yahoo,"WeightWatchers Clinic Members Can Access FDA-Approved Wegovy® for $299 in July, a $200 Savings Offer to Improve Access as WeightWatchers’ Trusted, Science-Backed Approach Continues to Lead the Industry Collaboration Builds a Seamless NovoCare® Pharmacy Integration, Shared Vision to Enhance Outcomes Through WW’s GLP-1 Companion Support, and a Commitment to Publishing Real-World Evidence WeightWatchers Sets the Standard in Evidence-Based Weight Health, Prescribing Only FDA-Approved Medications NEW"
2025-07-02,This GLP-1 Stocks Bad News Could Be a Big Win for Eli Lilly and Novo Nordisk,Yahoo,"Amgen recently released the full data from a trial involving its GLP-1 drug, MariTide.  More than one-quarter of the participants on the highest dosage of the drug had to stop taking it due to adverse side effects.  There are a lot of healthcare companies that are investing in GLP-1 weight loss drugs."
2025-07-04,Can CVS Sustain Pharmacy & Consumer Wellness Gains Through Year-End?,Yahoo,"Strong pharmacy drug mix, flu season and store optimization power CVS Healths PCW gains. Will the momentum continue?"
2025-07-07,Why Novo Nordisk (NVO) is a Top Value Stock for the Long-Term,Yahoo,The Zacks Style Scores offers investors a way to easily find top-rated stocks based on their investing style. Heres why you should take advantage.
2025-07-09,Ideal Portfolio For A 60+ Year Old,SeekingAlpha,Individual stock picking might not be the most efficient strategy for part-time investors. Check out the ideal investment mix for 60+ year old investors.
2025-07-09,TD Cowen Keeps Buy on Novo Nordisk (NVO),Yahoo,"Novo Nordisk A/S (NYSE:NVO) is one of the 11 Best Foreign Stocks to Buy According to Hedge Funds. On June 18, TD Cowen maintained its “Buy” rating on Novo Nordisk A/S (NYSE:NVO) with a price target of $105. This decision came after meetings with the company’s senior leaders in Copenhagen, Denmark. The research firm pointed […]"
2025-07-09,"Alcohol Use Disorder Market Report 2025-2035 Featuring Clearmind Medicine, Purdue Pharma, Psyence Biomedical, Eli Lilly and Co, Tempero Bio,, Nxera Pharma, Novo Nordisk, Adial, Alkermes, Lundbeck",Yahoo,"The global alcohol use disorder market is experiencing significant growth, driven by increasing demand for innovative and personalized treatments, and the integration of digital health technologies. Advancements in pharmacotherapies and personalized medicine are offering more effective solutions, while telemedicine and online support expand treatment accessibility. Despite challenges like high costs and stigma, especially in developing regions, the market shows potential for further growth. Key"
2025-07-11,WeightWatchers Has Exited Bankruptcy. How Should You Play WW Stock Here?,Yahoo,"WeightWatchers is out of bankruptcy with a bold health pivot, but its stock surge faces a reality check."
2025-07-11,Eli Lilly Comes Out As ADA Winner,SeekingAlpha,Eli Lilly reported impressive data at the recent American Diabetes Association (ADA) conference. Its robust pipeline will solidify its market dominance for the next 5-7 years. Read more.
2025-07-12,Bull of the Day: Hims & Hers Health (HIMS),Yahoo,Hims & Hers Health stock continues to be a market leader even amid controversy
2025-07-13,"Hims & Hers Health, Inc. (HIMS) Isn’t Regarded As A Great Actor By Doctors, Says Jim Cramer",Yahoo,"We recently published 14 Stocks Jim Cramer Discussed As He Talked About Record Bitcoin Price. Hims & Hers Health, Inc. (NYSE:HIMS) is one of the stocks Jim Cramer recently discussed. Hims & Hers Health, Inc. (NYSE:HIMS) is a well-known digital health platform that allows users to order medicines after securing prescriptions. Despite multiple headwinds in […]"
2025-07-15,Amgen: Great Starting Yield For This Wealth Compounder,SeekingAlpha,"Amgen combines patent protection, a robust pipeline, and strong execution for defensive investment."
2025-07-25,3 Wide Moat SWANs,SeekingAlpha,"Investors are looking for quality stocks offering value, growth and reliable dividends. Read about three picks that have big moats."
2025-07-29,Novo Nordisks Downgraded Expectations - What The Market Is (Obviously) Missing,SeekingAlpha,Novo Nordisk A/S shares plunged after a Q2 revenue update and 2025 guidance downgrade. Click here to find out why NVO stock is a Buy.
2025-07-30,Novo Nordisk: Dont Miss Buying This Dip,SeekingAlpha,"Novo Nordisks launch of NovoCare is showing signs of boosting Wegovys sales, and the E.U.-U.S. trade deal adds stability for the new CEO. Learn more on NVO stock here."
2025-08-01,Eli Lilly: The Worst May Be Already Over (Earnings Preview),SeekingAlpha,"Eli Lilly stock is set to report Q2 2025 earnings on August 7, with consensus expecting $14.4 billion in revenue and $5.56 EPS, up 30-42% YoY. Read the full earnings preview here."
2025-08-04,Novo Nordisk Is Now A Better Value Play Than Eli Lilly With Solid Upside,SeekingAlpha,"Novo Nordisk is misunderstood by the market, creating a rare asymmetric value opportunity. Read why I rate NVO stock a Buy ahead of Q2 earnings."
2025-08-05,"Dissent Emerges At The Fed, Trade Agreements Surge",SeekingAlpha,"The Fed left its base rate untouched as expected, but two committee members dissented, calling for a 25-basis point cut. Read more here."
2025-08-06,Novo Nordisk A/S (NVO) Q2 2025 Earnings Call Transcript,SeekingAlpha,"Novo Nordisk A/S (NVO) Q2 2025 Earnings Conference Call August 6, 2025 7:00 AM ETCompany ParticipantsDavid S."
2025-08-06,Why I Still Dont Think Amgen Is A Buy,SeekingAlpha,"Amgen delivered strong Q2 2025 results, beating expectations and raising full-year guidance, driven by robust growth in key products despite Enbrels decline."
2025-08-07,Hims & Hers: A High-Risk Bet,SeekingAlpha,"Hims & Hers Health is upgraded to a speculative Buy after a 20% drop, with growth potential in GLP-1 sales outweighing key risks. Click to read why HIMS is a Buy."
2025-08-11,Novo Nordisk: Watching Value Investors Buy The Dip Hurts My Eyes,SeekingAlpha,Novo Nordisks FY 2025 guidance cuts are driven by softer U.S. Wegovy/Ozempic and GLP-1 trends. Click here to find out why I rate NVO stock a Hold.
